,loss,rotation
0,572.0133502380371,0.0
1,598.9262419067383,15.0
2,622.8369022338867,30.0
3,643.9541653045654,45.0
4,661.1843687805176,60.0
5,673.9455768707276,75.0
6,677.3036525634766,90.0
7,688.9746132995606,105.0
8,684.1892287658692,120.0
9,670.8180942504882,135.0
10,655.3096843566894,150.0
11,638.5432762847901,165.0
