,loss,rotation
0,575.4006944580078,0.0
1,595.7762137756348,15.0
2,608.7441877441406,30.0
3,605.3248311157226,45.0
4,610.0691096801758,60.0
5,590.9190149230957,75.0
6,577.2120449523926,90.0
7,597.2355779113769,105.0
8,611.307395111084,120.0
9,607.9066095581055,135.0
10,603.0261463012695,150.0
11,596.471345123291,165.0
