,loss,rotation
0,659.7448633911133,0.0
1,665.7884470916748,15.0
2,666.3094609863281,30.0
3,666.5124344482422,45.0
4,666.478726864624,60.0
5,665.4040033508301,75.0
6,659.6910039672852,90.0
7,665.9922707305908,105.0
8,666.4439857971191,120.0
9,666.2101907470703,135.0
10,666.8524044952393,150.0
11,666.4632455169677,165.0
