,loss,rotation
0,572.0133501190186,0.0
1,598.926241796875,15.0
2,622.8369022979737,30.0
3,643.9541654754639,45.0
4,661.1843692321777,60.0
5,673.9455771301269,75.0
6,677.303652935791,90.0
7,688.9746132751465,105.0
8,684.1892283233642,120.0
9,670.8180938415527,135.0
10,655.3096839263916,150.0
11,638.5432762054444,165.0
