,loss,rotation
0,572.0133504455566,0.0
1,598.9262419403076,15.0
2,622.836902380371,30.0
3,643.9541659545898,45.0
4,661.1843689697265,60.0
5,673.9455767822266,75.0
6,677.3036527862549,90.0
7,688.9746128936767,105.0
8,684.1892281066895,120.0
9,670.8180942901612,135.0
10,655.3096839630127,150.0
11,638.5432766601563,165.0
