,loss,rotation
0,659.0447293243408,0.0
1,666.2814370941162,15.0
2,666.7397664550781,30.0
3,666.1212243438721,45.0
4,667.1274688201904,60.0
5,665.5140825408936,75.0
6,659.3487776214599,90.0
7,666.0298425109863,105.0
8,665.6558018981933,120.0
9,665.7779184204102,135.0
10,667.0630786651611,150.0
11,665.0534747375489,165.0
