,loss,rotation
0,627.0034340026856,0.0
1,635.548284185791,15.0
2,636.8701514038086,30.0
3,638.5941636230468,45.0
4,637.5539592102051,60.0
5,635.5844774475098,75.0
6,627.3436529083252,90.0
7,635.3716127227783,105.0
8,636.8218234191894,120.0
9,636.925867654419,135.0
10,637.4976497711182,150.0
11,634.7689628753662,165.0
