,loss,rotation
0,600.7826541320801,0.0
1,612.7180534759522,15.0
2,617.3424160827636,30.0
3,619.841183984375,45.0
4,616.6514653747558,60.0
5,611.3269346832276,75.0
6,600.7395439117431,90.0
7,612.4434732330323,105.0
8,617.2899916503907,120.0
9,618.8212973144531,135.0
10,616.720284564209,150.0
11,611.6483122497558,165.0
