,loss,rotation
0,572.0133506072998,0.0
1,598.9262420166016,15.0
2,622.8369020507813,30.0
3,643.9541654602051,45.0
4,661.1843689025878,60.0
5,673.9455768218994,75.0
6,677.3036529541016,90.0
7,688.9746131347656,105.0
8,684.1892286346435,120.0
9,670.8180941619873,135.0
10,655.3096842956543,150.0
11,638.5432767120361,165.0
