,loss,rotation
0,1056.334213256836,0.0
1,1313.1341857910156,15.0
2,1344.5032958984375,30.0
3,1128.3330993652344,45.0
4,1322.5276641845703,60.0
5,1770.670654296875,75.0
6,1250.6282348632812,90.0
7,1380.5986022949219,105.0
8,1593.1741333007812,120.0
9,1282.7101135253906,135.0
10,1257.5439147949219,150.0
11,1415.5826416015625,165.0
